Time frequency,Unit of measure,Wastewater treatment plants,Geopolitical entity (reporting)\Time,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Percentage,Independent wastewater treatment - total,Algeria,16.0,16.0,18.0,15.0,14.0,14.0,12.0,10.0,10.0,10.0,10.0,:,:,:,:,:,:,:
Annual,Percentage,Independent wastewater treatment - total,Israel,2.1,1.8,1.5,1.4,1.3,1.2,1.2,1.1,1.1,1.0,0.9,0.9,0.9,0.9,0.8,0.8,0.8,0.8
Annual,Percentage,Urban wastewater collecting system,Algeria,72.0,72.0,74.0,75.0,76.0,86.0,87.0,90.0,90.0,90.0,90.0,90.0,91.0,91.0,:,:,:,:
Annual,Percentage,Urban wastewater collecting system,Egypt,:,46.6 d,:,:,:,62.1 d,:,64.7 d,:,:,:,:,:,:,:,:,:,:
Annual,Percentage,Urban wastewater collecting system,Israel,97.0,97.3,97.6,97.7,98.0,98.1,98.2,98.4,97.7,97.7,97.7,97.7,99.0,99.0,99.0,99.7,99.8,99.8
Annual,Percentage,Urban wastewater collecting system,Jordan,59.0,60.0,62.0,63.0,63.0,65.0,67.0,59.7,59.7,61.0,61.0,:,61.0,61.0,:,:,:,:
Annual,Percentage,Urban wastewater collecting system,Morocco,87.2,85.6,85.7,86.0,88.4,89.3,89.0,72.0,72.0,73.0,74.0,74.0,75.0,75.0,75.0,:,:,:
Annual,Percentage,Urban wastewater collecting system,Palestine*,:,:,:,:,52.1,:,55.0,:,55.3,:,:,:,:,:,:,99.9 de,:,:
Annual,Percentage,Urban wastewater collecting system,Tunisia,53.9,54.7,55.3,55.9,56.9,57.4,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Percentage,Urban and other wastewater treatment plants - tertiary treatment,Israel,39.1,43.2,47.5,47.9,48.2,48.8,49.4,50.2,51.1,51.9,52.7,53.4,53.4,53.9,54.5,55.7,57.5,62.0
Annual,Percentage,Urban and other wastewater treatment plants - tertiary treatment,Tunisia,1.6,1.9,1.9,1.9,1.9,1.9,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Percentage,Urban and other wastewater treatment plants - at least secondary treatment,Israel,82.0,83.6,85.4,86.3,87.1,87.9,88.7,89.2,89.7,90.1,90.3,90.4,90.5,90.7,91.1,91.3,92.5,94.5
Annual,Percentage,Urban and other wastewater treatment plants - at least secondary treatment,Morocco,:,:,:,:,:,40.0,48.0,49.0,55.0,60.0,60.0,71.0,76.0,77.4,79.0,:,:,:
Annual,Percentage,Urban wastewater treatment plants - total,Algeria,39.0,45.0,48.0,53.0,56.0,60.0,61.0,65.0,65.0,65.0,65.0,68.0,72.0,:,:,:,:,:
Annual,Percentage,Urban wastewater treatment plants - total,Israel,92.9,93.5,94.1,94.5,95.0,95.5,96.0,96.3,96.6,96.7,96.8,96.8,96.8,96.8,96.9,97.0,97.0,97.7
Annual,Percentage,Urban wastewater treatment plants - total,Jordan,59.0,60.0,62.0,63.0,63.0,65.0,67.0,59.7,59.7,61.0,61.0,:,61.0,61.0,:,:,:,:
Annual,Percentage,Urban wastewater treatment plants - total,Palestine*,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,99.5 de,:,:
Annual,Percentage,Urban wastewater treatment plants - total,Tunisia,48.4,51.2,51.9,52.6,53.5,53.8,:,:,:,:,:,:,:,:,:,:,:,:
