Time frequency,List of products - EAA,Unit of measure,Geopolitical entity (reporting)\Time,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0
Annual,Real factor income in agriculture per annual work unit (chain linked volumes),"Chain linked volumes (2015), euro per annual work unit (AWU)",Austria,16506.42,19490.11,18112.91,18007.67,19033.31,18907.45,21171.38,23773.91,23213.0,18070.6,21440.89,24433.55,22872.4,20279.67,18833.8,17739.01,20119.14,22131.06,20738.51,19503.08,19370.89,20568.17,25907.38,20726.6,21128.40 e
Annual,Real factor income in agriculture per annual work unit (chain linked volumes),"Chain linked volumes (2015), euro per annual work unit (AWU)",Belgium,38023.97,34858.17,30889.76,33508.94,35279.31,32308.76,39923.31,43163.47,34897.98,33697.92,44036.23,39787.18,47687.77,38981.34,37092.36,40669.53,36231.08,39738.27,36162.11,43692.62,38902.81,37368.02,41808.36,52568.5,52391.51 e
Annual,Real factor income in agriculture per annual work unit (chain linked volumes),"Chain linked volumes (2015), euro per annual work unit (AWU)",Bulgaria,3764.52,4231.24,3421.66,3205.59,3466.48,3594.6,3488.59,3495.17,5650.44,3966.19,4430.9,5115.83,5924.05,7142.97,7581.68,6914.02,8682.01,9300.28,9492.57,10236.58,10834.63,14484.25,15602.52,11435.82,11530.43 e
Annual,Real factor income in agriculture per annual work unit (chain linked volumes),"Chain linked volumes (2015), euro per annual work unit (AWU)",Cyprus,13143.09 d,14606.91 d,14921.41 d,13696.97,13470.0,13992.84,12633.14,12671.5,13927.88,14478.53,16163.95,16530.28,16977.98,18355.81,17616.33,16423.52,19288.87,19722.48,19854.53,18222.2,20538.68,20117.78,18877.39,18451.57,18199.64 e
Annual,Real factor income in agriculture per annual work unit (chain linked volumes),"Chain linked volumes (2015), euro per annual work unit (AWU)",Czechia,6268.45,7756.93,6156.25,6334.68,10001.78,10328.18,10848.11,12246.37,13299.31,10855.31,12796.35,17254.32,17112.4,17285.15,19881.47,17656.24,19928.69,19334.66,18522.94,19034.59,20726.88,23051.88,22117.86,16487.72,17219.67 e
Annual,Real factor income in agriculture per annual work unit (chain linked volumes),"Chain linked volumes (2015), euro per annual work unit (AWU)",Germany,20437.69,24825.51,18095.01,16514.96,24512.45,21781.39,23292.25,28677.08,30801.45,20890.23,31471.02,39858.87,37384.33,41687.27,39963.66,26019.53,28578.42,40665.63,30571.03,41408.09,35213.71,35489.29,51023.2,42322.11,41634.92 e
Annual,Real factor income in agriculture per annual work unit (chain linked volumes),"Chain linked volumes (2015), euro per annual work unit (AWU)",Denmark,37070.89,44736.59,31689.77,31058.21,35029.74,35451.5,39996.02,40322.45,23115.47,23627.91,41653.94,46810.37,63940.05,44438.75,45492.01,28956.61,27942.65,44155.68,36655.22,44915.64,58891.52,48207.8,51858.72,54831.57,53567.47 e
Annual,Real factor income in agriculture per annual work unit (chain linked volumes),"Chain linked volumes (2015), euro per annual work unit (AWU)",Euro area - 19 countries  (2015-2022),20890.24,21956.14,20545.97,20701.75,21498.48,19746.59,20285.42,22239.77,20921.44,18823.17,22126.02,23578.81,23927.12,24828.51,25064.39,24139.84,24023.83,26944.53,26219.0,27048.81,26670.08,27115.12,31840.54,30250.98,31502.13 e
Annual,Real factor income in agriculture per annual work unit (chain linked volumes),"Chain linked volumes (2015), euro per annual work unit (AWU)",Euro area – 20 countries (from 2023),:,:,:,:,:,19173.7,19722.7,21631.44,20380.67,18332.72,21492.76,22877.35,23167.68,24079.15,24287.89,23465.8,23404.57,26222.38,25529.83,26327.22,25971.12,26474.79,31002.02,29386.51,30544.85 e
