Time frequency,Milk product,Item of milk,Geopolitical entity (reporting)\Time,1960.0,1961.0,1962.0,1963.0,1964.0,1965.0,1966.0,1967.0,1968.0,1969.0,1970.0,1971.0,1972.0,1973.0,1974.0,1975.0,1976.0,1977.0,1978.0,1979.0,1980.0,1981.0,1982.0,1983.0,1984.0,1985.0,1986.0,1987.0,1988.0,1989.0,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Cows' milk collection,Fat content (% of product weight) (annual),Albania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3.73,3.83 p,3.87 p,3.82,3.78,:,3.85,3.87,3.8,3.77
Annual,Cows' milk collection,Fat content (% of product weight) (annual),Austria,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4.08,4.19,4.11,4.13,4.15,4.13,4.17,4.17,4.2,4.23,4.2,4.19,4.21,4.19,4.19,4.2,4.2,4.2,4.19,4.18,4.2,4.25,4.22,4.19,4.2,4.22,4.23,4.21,4.21
Annual,Cows' milk collection,Fat content (% of product weight) (annual),Belgium,:,:,:,:,:,:,:,:,:,:,3.33,3.34,3.38,3.38,3.38,3.4,3.41,3.43,3.49,3.5,3.5,3.52,3.53,3.57,3.58,3.63,3.7,3.73,3.74,3.81,3.87,3.95,3.96,4.03,4.0,4.02,4.07,4.08,4.11,4.06,4.08,4.1,4.07,4.09,4.14,4.09,4.1,4.07,4.09,4.09,4.1,4.07,4.1,4.1,4.03,4.07,4.08,4.09,4.11,4.19,4.18,4.23,4.16,4.22
Annual,Cows' milk collection,Fat content (% of product weight) (annual),Bulgaria,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3.6,3.62,3.6,3.6,3.66,3.66,3.68,3.68,3.74,3.6,3.67,3.67,3.65,3.68,3.69,3.62,3.66,3.67
Annual,Cows' milk collection,Fat content (% of product weight) (annual),Belgo-Luxembourg Economic Union,3.395,3.44,3.49,3.48,3.455,3.49,3.495,3.5,3.51,3.495,3.36,3.368,3.404,3.408,3.407,3.424,3.437,3.459,3.514,3.526,3.532,3.549,3.549,3.587,3.597,3.645,3.714,3.749,3.757,3.825,3.882,3.96,3.97,4.039,4.007,4.03,4.08,4.09,4.12,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Cows' milk collection,Fat content (% of product weight) (annual),Switzerland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,4.0,4.0,:,:,3.99,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.14,4.0,4.00 b,4.16 p
Annual,Cows' milk collection,Fat content (% of product weight) (annual),Cyprus,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3.49,3.61,3.66,3.64,3.57,3.59,3.65,3.7,3.7,3.72,3.67,3.68,3.36,3.79,4.23,3.97,4.01,4.02,4.03,4.06
Annual,Cows' milk collection,Fat content (% of product weight) (annual),Czechia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,3.88,3.86,3.89,3.8,3.8,3.78,3.86,3.75,3.76,3.78,3.83,3.87,3.71,3.76,3.81,3.8,3.76,3.82,3.9,3.89,3.89,3.78
Annual,Cows' milk collection,Fat content (% of product weight) (annual),Germany,:,:,:,:,:,:,:,:,:,:,3.8,3.79,3.81,3.83,3.81,3.81,3.83,3.82,3.85,3.84,3.84,3.84,3.85,3.87,3.89,3.91,3.98,4.01,3.97,4.04,4.1,4.18,4.2,4.25,4.24,4.25,4.27,4.24,4.25,4.22,4.22,4.23,4.2,4.19,4.22,4.17,4.16,4.16,4.14,4.15,4.16,4.13,4.13,4.12,4.08,4.09,4.12,4.09,4.06,4.13,4.13,4.14,4.08,4.12
